id	status	implementation	tests	documentation	notes
OAS-3.0.2-0156	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	The pinned OpenAPI 3.0 Schema Object compiler enforces the extended Draft 4 subset recursively.
OAS-3.0.2-0157	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	The pinned OpenAPI 3.0 Schema Object compiler enforces the extended Draft 4 subset recursively.
OAS-3.0.2-0158	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	The pinned OpenAPI 3.0 Schema Object compiler enforces the extended Draft 4 subset recursively.
OAS-3.0.2-0159	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	The pinned OpenAPI 3.0 Schema Object compiler enforces the extended Draft 4 subset recursively.
OAS-3.0.2-0160	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	The pinned OpenAPI 3.0 Schema Object compiler enforces the extended Draft 4 subset recursively.
OAS-3.0.2-0161	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.0.2-0162	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	The pinned OpenAPI 3.0 Schema Object compiler enforces the extended Draft 4 subset recursively.
OAS-3.0.2-0163	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	The pinned OpenAPI 3.0 compiler accepts every additional Schema Object documentation field alongside the supported JSON Schema subset.
OAS-3.0.2-0164	implemented	validate/instance.go	validate/instance_test.go	README.md#parse-and-validate	Response validation permits read-only properties and applies their required status only in that direction.
OAS-3.0.2-0165	implemented	validate/instance.go	validate/instance_test.go	README.md#parse-and-validate	Request validation reports present read-only properties with recommendation severity.
OAS-3.0.2-0166	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	Every inline Schema Object is checked for conflicting readOnly and writeOnly declarations.
OAS-3.0.2-0167	implemented	validate/instance.go	validate/instance_test.go	README.md#parse-and-validate	Request validation permits write-only properties and applies their required status only in that direction.
OAS-3.0.2-0168	implemented	validate/instance.go	validate/instance_test.go	README.md#parse-and-validate	Response validation reports present write-only properties with recommendation severity.
OAS-3.0.2-0169	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	Every inline Schema Object is checked for conflicting readOnly and writeOnly declarations.
OAS-3.0.2-0170	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	XML metadata outside property Schema Objects is reported as ineffective.
OAS-3.0.2-0171	implemented	validate/deprecated.go	validate/deprecated_test.go	README.md#parse-and-validate	Validation walks OpenAPI 3.0 Schema Objects and warns at every deprecated declaration.
OAS-3.0.2-0172	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.2-0173	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	Discriminator properties must appear in their Schema Object required list.
OAS-3.0.2-0174	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	The selected official Schema Object rules require discriminator propertyName and cross-version tests exercise the requirement.
OAS-3.0.2-0175	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md#openapi-schema-objects	OpenAPI response schemas can evaluate oneOf alternatives across every supported OpenAPI revision.
OAS-3.0.2-0176	implemented	discriminator/select.go	discriminator/select_test.go	README.md#discriminator-selection	Discriminator selection returns a schema hint independently from canonical validation.
OAS-3.0.2-0177	implemented	discriminator/select.go	discriminator/select_test.go	README.md#discriminator-selection	Explicit mappings override implicit schema-name selection and return the mapped target without I/O.
OAS-3.0.2-0178	implemented	validate/instance.go	validate/instance_test.go	README.md#discriminator-selection	SchemaInstance validates explicit and implicit local targets and fails with a stable discriminator diagnostic when no schema can be determined.
OAS-3.0.2-0179	implemented	discriminator/select.go	discriminator/select_test.go	README.md#discriminator-selection	Lossless JSON object member names provide string mapping keys and mapping targets must be non-empty strings.
OAS-3.0.2-0180	implemented	discriminator/select.go	discriminator/select_test.go	README.md#discriminator-selection	The optional value-conversion allowance is deliberately not applied; discriminator instance values must be strings.
OAS-3.0.2-0181	implemented	validate/schemas.go	validate/schemas_test.go	README.md#discriminator-selection	Adjacent oneOf and anyOf lists must include mapping targets and every known transitive allOf descendant; parent-only discriminators retain inherited alternatives.
OAS-3.0.2-0182	implemented	validate/schemas.go	validate/schemas_test.go	README.md#discriminator-selection	A discriminator on a named parent schema discovers every transitive named allOf descendant as an alternative.
OAS-3.0.2-0183	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	Array XML metadata warns when no explicit element name is declared.
OAS-3.0.2-0184	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	XML namespace values must be non-relative URI references across every supported OpenAPI version.
OAS-3.0.2-0185	implemented	validate/schemas.go	validate/schemas_test.go	README.md#parse-and-validate	XML wrapped is restricted to array Schema Objects.
OAS-3.0.2-0186	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.2-0187	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.0.2-0188	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.0.2-0189	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.0.2-0190	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.0.2-0191	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.0.2-0192	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.0.2-0193	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.0.2-0194	implemented	validate/security.go	validate/security_test.go	README.md#parse-and-validate	OpenID Connect URL references are syntax-checked.
OAS-3.0.2-0195	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.2-0196	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.2-0197	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.0.2-0198	implemented	validate/security.go	validate/security_test.go	README.md#parse-and-validate	OAuth authorization URL references are syntax-checked.
OAS-3.0.2-0199	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.0.2-0200	implemented	validate/security.go	validate/security_test.go	README.md#parse-and-validate	OAuth token URL references are syntax-checked.
OAS-3.0.2-0201	implemented	validate/security.go	validate/security_test.go	README.md#parse-and-validate	OAuth refresh URL references are syntax-checked when present.
OAS-3.0.2-0202	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation enforces conditional security and OAuth fields across every supported revision.
OAS-3.0.2-0203	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.2-0204	implemented	validate/security.go	validate/security_test.go	README.md#security-requirements	Declared inline, internal, and explicitly resolved external Security Schemes drive OAuth scope validation.
OAS-3.0.2-0205	implemented	security/evaluate.go	security/evaluate_test.go	README.md#security-requirements	All schemes within one Security Requirement Object must be satisfied while array entries remain alternatives.
OAS-3.0.2-0206	implemented	validate/security.go	validate/security_test.go	README.md#security-requirements	Inline, internal, and explicitly resolved external schemes enforce OAuth scope and empty non-OAuth list semantics.
OAS-3.0.2-0207	implemented	validate/security.go	validate/security_test.go	README.md#security-requirements	Inline, internal, and explicitly resolved external schemes enforce OAuth scope and empty non-OAuth list semantics.
OAS-3.0.2-0208	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.2-0209	implemented	validate/document.go	validate/paths_test.go	README.md#parse-and-validate	Empty Paths and Path Item Objects are accepted across every supported version; authorization-driven filtering is an optional producer concern.
OAS-3.0.2-0210	implemented	compose/filter.go	compose/filter_test.go	README.md#operation-filtering	An explicit caller predicate can retain or remove operations according to their security requirements.
OAS-3.0.2-0211	implemented	validate/document.go	validate/paths_test.go	README.md#parse-and-validate	Validation accepts both empty Paths Objects and visible empty Path Item Objects across supported revisions.
OAS-3.0.2-0212	implemented	validate/document.go	validate/paths_test.go	README.md#parse-and-validate	Validation accepts both empty Paths Objects and visible empty Path Item Objects across supported revisions.
OAS-3.0.3-0001	implemented	validate/paths.go	validate/paths_test.go	README.md#parse-and-validate	Template expressions are matched against inline and resolved Path Item parameters at each use site.
OAS-3.0.3-0002	implemented	validate/media_types.go	validate/media_types_test.go	README.md#parse-and-validate	Content map names are validated as RFC 6838 media types or media ranges.
OAS-3.0.3-0003	implemented	specversion/version.go	specversion/version_test.go	README.md#supported-document-lines	Every supported patch revision maps to its shared major-minor feature dialect while preserving the exact marker.
OAS-3.0.3-0004	implemented	specversion/version.go	specversion/version_test.go	README.md#supported-document-lines	Every supported patch revision maps to its shared major-minor feature dialect while preserving the exact marker.
OAS-3.0.3-0005	implemented	specversion/version.go	specversion/version_test.go	README.md#supported-document-lines	Every supported patch revision maps to its shared major-minor feature dialect while preserving the exact marker.
OAS-3.0.3-0006	implemented	convert/convert.go	convert/convert_test.go	README.md#version-conversion	Cross-minor conversion is explicit, semantic, and loss-aware rather than treating a marker change as sufficient when OpenAPI semantics differ.
OAS-3.0.3-0007	implemented	convert/convert.go	convert/convert_test.go	README.md#version-conversion	Cross-minor conversion is explicit, semantic, and loss-aware rather than treating a marker change as sufficient when OpenAPI semantics differ.
OAS-3.0.3-0008	implemented	convert/convert.go	convert/convert_test.go	README.md#version-conversion	Cross-minor conversion is explicit, semantic, and loss-aware rather than treating a marker change as sufficient when OpenAPI semantics differ.
OAS-3.0.3-0009	implemented	convert/convert.go	convert/convert_test.go	README.md#version-conversion	Cross-minor conversion is explicit, semantic, and loss-aware rather than treating a marker change as sufficient when OpenAPI semantics differ.
OAS-3.0.3-0010	implemented	parse/json.go	parse/json_test.go	README.md#parse-and-validate	Duplicate JSON object and YAML mapping names are rejected before patterned fields can collide.
OAS-3.0.3-0011	implemented	parse/yaml.go	parse/yaml_test.go	README.md	YAML input is constrained to the JSON-compatible YAML 1.2 semantic subset.
OAS-3.0.3-0012	implemented	parse/yaml.go	parse/yaml_test.go	README.md#parse-and-validate	Strict YAML parsing accepts only JSON-compatible scalar tags and rejects custom tags.
OAS-3.0.3-0013	implemented	parse/yaml.go	parse/yaml_test.go	README.md#parse-and-validate	Strict YAML parsing rejects every non-string mapping key.
OAS-3.0.3-0014	implemented	reference/resolve.go	reference/resolve_test.go	README.md#reference-resolution	Descriptions may be split across explicitly resolved resources without implicit I/O.
OAS-3.0.3-0015	implemented	reference/resolve.go	reference/resolve_test.go	README.md#reference-resolution	Cross-document links use bounded URI-reference and JSON Pointer resolution through explicit resolvers.
OAS-3.0.3-0016	implemented	validate/root.go	validate/root_test.go	README.md#parse-and-validate	A supplied entry-document retrieval URI warns unless its final path segment is openapi.json or openapi.yaml.
OAS-3.0.3-0017	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md	Unknown format names are accepted while the underlying JSON Schema type remains enforced.
OAS-3.0.3-0018	implemented	jsonschema/compiler.go	jsonschema/compiler_test.go	README.md	Unknown format names are accepted while the underlying JSON Schema type remains enforced.
OAS-3.0.3-0019	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Rich-text source is preserved byte-for-byte; this package does not render rich text, so the conditional CommonMark renderer requirement does not apply.
OAS-3.0.3-0020	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Rich-text source is preserved byte-for-byte; this package does not render rich text or define extension rendering semantics.
OAS-3.0.3-0021	implemented	validate/metadata.go	validate/metadata_test.go	README.md#parse-and-validate	OpenAPI URL fields accept valid relative URI references unless a field imposes a stronger requirement.
OAS-3.0.3-0022	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated fields preserve optional absence independently from explicit null and concrete values.
OAS-3.0.3-0023	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated fields preserve optional absence independently from explicit null and concrete values.
OAS-3.0.3-0024	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated fields preserve optional absence independently from explicit null and concrete values.
OAS-3.0.3-0025	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated fields preserve optional absence independently from explicit null and concrete values.
OAS-3.0.3-0026	implemented	document.go	document_test.go	README.md#supported-document-lines	The OpenAPI marker is required for document selection.
OAS-3.0.3-0027	implemented	version.go	version_test.go	README.md#supported-document-lines	The exact supported specification version is parsed and preserved.
OAS-3.0.3-0028	implemented	document.go	document_test.go	README.md#supported-document-lines	The openapi marker selects the version-specific document model and remains available as the exact specification version.
OAS-3.0.3-0029	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.0.3-0030	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Info metadata remains lossless and available to callers and tooling without package-imposed interpretation.
OAS-3.0.3-0031	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.0.3-0032	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Declared and undeclared operation tags preserve source order; the package does not randomly reorganize undeclared tags.
OAS-3.0.3-0033	implemented	validate/tags.go	validate/tags_test.go	README.md#parse-and-validate	Local tag-name uniqueness is fully checked.
OAS-3.0.3-0034	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0035	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Lossless typed Info views expose metadata to clients and documentation tools without altering its source representation.
OAS-3.0.3-0036	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	Lossless typed Info views expose metadata to clients and documentation tools without altering its source representation.
OAS-3.0.3-0037	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.0.3-0038	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.0.3-0039	implemented	validate/metadata.go	validate/metadata_test.go	README.md#parse-and-validate	Terms of Service URLs must be valid URI references.
OAS-3.0.3-0040	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.0.3-0041	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0042	implemented	validate/metadata.go	validate/metadata_test.go	README.md#parse-and-validate	Contact URLs must be valid URI references.
OAS-3.0.3-0043	implemented	validate/metadata.go	validate/metadata_test.go	README.md#parse-and-validate	Contact emails must be address-only RFC mailboxes.
OAS-3.0.3-0044	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0045	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.0.3-0046	implemented	validate/metadata.go	validate/metadata_test.go	README.md#parse-and-validate	License URLs must be valid URI references.
OAS-3.0.3-0047	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0048	implemented	server/expand.go	server/expand_test.go	README.md#server-url-expansion	Server expansion requires a string URL and substitutes every declared template variable.
OAS-3.0.3-0049	implemented	server/expand.go	server/expand_test.go	README.md#server-url-expansion	Relative server URL templates are preserved and expanded without implicit URL resolution.
OAS-3.0.3-0050	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.0.3-0051	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0052	implemented	validate/servers.go	validate/servers_test.go	README.md#parse-and-validate	Version-specific enum severity is enforced across supported patch lines.
OAS-3.0.3-0053	implemented	server/expand.go	server/expand_test.go	README.md#server-url-expansion	Every expanded server variable requires a string default.
OAS-3.0.3-0054	implemented	server/expand.go	server/expand_test.go	README.md#server-url-expansion	Expansion uses the declared default unless a caller explicitly supplies an override.
OAS-3.0.3-0055	implemented	validate/servers.go	validate/servers_test.go	README.md#parse-and-validate	Version-specific enum severity is enforced across supported patch lines.
OAS-3.0.3-0056	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.0.3-0057	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0058	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0059	implemented	validate/components.go	validate/components_test.go	README.md#parse-and-validate	Every fixed Components Object registry key is checked against the normative component-name grammar.
OAS-3.0.3-0060	implemented	validate/document.go	validate/paths_test.go	README.md#parse-and-validate	Validation accepts both empty Paths Objects and empty Path Item Objects across supported revisions.
OAS-3.0.3-0061	implemented	validate/paths.go	validate/paths_test.go	README.md#parse-and-validate	Paths fields must begin with a slash unless they are specification extensions.
OAS-3.0.3-0062	implemented	validate/paths.go	validate/paths_test.go	README.md#parse-and-validate	Equivalent templated path hierarchies are rejected.
OAS-3.0.3-0063	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0064	implemented	validate/document.go	validate/paths_test.go	README.md#parse-and-validate	Validation accepts both empty Paths Objects and empty Path Item Objects across supported revisions.
OAS-3.0.3-0065	implemented	validate/references.go	validate/references_test.go	README.md#references	Path Item references require valid URI-reference syntax and resolve only to Path Item Object targets.
OAS-3.0.3-0066	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.0.3-0067	implemented	validate/parameters.go	validate/parameters_test.go	README.md#parse-and-validate	Inline, internal, and explicitly resolved external parameters are compared by location and name at the Path Item use site.
OAS-3.0.3-0068	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0069	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.0.3-0070	implemented	validate/operations.go	validate/paths_test.go	README.md#parse-and-validate	Operation identifiers are compared case-sensitively across owned operations and authorized external Path Item and Callback targets.
OAS-3.0.3-0071	implemented	validate/links.go	validate/links_test.go	README.md	Link operationId values resolve case-sensitively against the document-wide operation identifier index.
OAS-3.0.3-0072	implemented	validate/paths.go	validate/paths_test.go	README.md#parse-and-validate	Non-portable operation identifiers produce an interoperability warning against the documented ASCII programming-identifier convention.
OAS-3.0.3-0073	implemented	validate/parameters.go	validate/parameters_test.go	README.md#parse-and-validate	Inline, internal, and explicitly resolved external parameters are compared by location and name at the Operation use site.
OAS-3.0.3-0074	implemented	validate/request_bodies.go	validate/request_bodies_test.go	README.md#parse-and-validate	OpenAPI 3.0 semantic consumers exclude request bodies from every method without explicitly defined body semantics.
OAS-3.0.3-0075	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.0.3-0076	implemented	validate/deprecated.go	validate/deprecated_test.go	README.md#parse-and-validate	Validation emits a stable warning so consumers can refrain from using an operation declared deprecated.
OAS-3.0.3-0077	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0078	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.0.3-0079	implemented	validate/external_docs.go	validate/external_docs_test.go	README.md#parse-and-validate	Required External Documentation Object URLs are enforced by the pinned schema.
OAS-3.0.3-0080	implemented	validate/external_docs.go	validate/external_docs_test.go	README.md#parse-and-validate	Every root, operation, tag, or nested Schema Object URL must be a valid URI reference.
OAS-3.0.3-0081	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0082	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.0.3-0083	implemented	validate/paths.go	validate/paths_test.go	README.md#parse-and-validate	Path parameter names are matched case-sensitively to template expressions, including explicitly resolved external references.
OAS-3.0.3-0084	implemented	validate/parameters.go	validate/parameters_test.go	README.md#parse-and-validate	Required names, exact path-template bindings, case-sensitive identities, and complete semantic exclusion of the three ignored header parameters are enforced.
OAS-3.0.3-0085	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.0.3-0086	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.0.3-0087	implemented	validate/parameters.go	validate/parameters_test.go	README.md#parse-and-validate	Every owned or explicitly resolved path Parameter Object must set required to true.
OAS-3.0.3-0088	implemented	validate/parameters.go	validate/parameters_test.go	README.md#parse-and-validate	Every owned or explicitly resolved path Parameter Object must set required to true.
OAS-3.0.3-0089	implemented	diff/operations.go	diff/operations_test.go	README.md#semantic-operation-diff	Non-path required absence is semantically false while explicit false remains accepted and lossless.
OAS-3.0.3-0090	implemented	validate/deprecated.go	validate/deprecated_test.go	README.md#parse-and-validate	Validation emits a stable warning for every inline or component parameter declared deprecated.
OAS-3.0.3-0091	implemented	parameter/options.go	parameter/options_test.go	README.md#parameter-serialization	OptionsFor and OptionsForResolvedSchema ignore allowEmptyValue whenever the selected style has undefined serialization for the inline or resolved shape.
OAS-3.0.3-0092	implemented	validate/parameters.go	validate/parameters_test.go	README.md#parse-and-validate	Deprecated allowEmptyValue use produces a stable warning on every specification revision that discourages it.
OAS-3.0.3-0093	implemented	parameter/encode.go	parameter/options_test.go	README.md#parameter-serialization	Query allowReserved is version-aware, defaults false, and leaves reserved data characters unescaped without changing names.
OAS-3.0.3-0094	implemented	validate/examples.go	validate/examples_test.go	README.md#parse-and-validate	Example values are schema-checked through inline, internal, or explicitly resolved external schemas and explicitly configured codecs receive the complete Media Type Object for encoding-aware serialization.
OAS-3.0.3-0095	implemented	validate/examples.go	validate/examples_test.go	README.md#parse-and-validate	The explicit parameter example is schema-checked and overrides rather than validates the Schema Object example annotation.
OAS-3.0.3-0096	implemented	validate/examples.go	validate/examples_test.go	README.md#parse-and-validate	Every named parameter example is schema-checked and tested against its version-specific serialization strategy.
OAS-3.0.3-0097	implemented	validate/examples.go	validate/examples_test.go	README.md#parse-and-validate	Named parameter examples are schema-checked and override rather than validate the Schema Object example annotation.
OAS-3.0.3-0098	implemented	validate/parameters.go	validate/parameters_test.go	README.md#parse-and-validate	Parameter Objects require exactly one of schema or content.
OAS-3.0.3-0099	implemented	validate/examples.go	validate/examples_test.go	README.md#parameter-serialization	Semantic values are encoded and serialized strings decoded through the declared style for inline, internal, and explicitly resolved external schemas.
OAS-3.0.3-0100	implemented	validate/parameters.go	validate/parameters_test.go	README.md#parse-and-validate	Every inline Parameter Object content map is checked for exactly one entry.
OAS-3.0.3-0101	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0102	implemented	document.go	document_test.go	README.md#typed-views-and-lossless-values	CommonMark source is accepted as an opaque description string and preserved losslessly without rendering.
OAS-3.0.3-0103	implemented	validate/document.go	validate/required_fields_test.go	README.md#parse-and-validate	Pinned official data-model validation rejects omission, with explicit cross-version required-field tests.
OAS-3.0.3-0104	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0105	implemented	validate/examples.go	validate/examples_test.go	README.md#parse-and-validate	Media examples are schema-checked and form-urlencoded examples reject invalid leading query delimiters.
OAS-3.0.3-0106	implemented	validate/examples.go	validate/examples_test.go	README.md#parse-and-validate	Media type example fields are exclusive, the media example overrides the schema annotation, and its value is checked against the schema.
OAS-3.0.3-0107	implemented	validate/examples.go	validate/examples_test.go	README.md#parse-and-validate	Named values and explicitly retrieved external examples are encoded or decoded through built-in JSON rules or an explicit media-type codec and checked against associated schemas.
OAS-3.0.3-0108	implemented	validate/examples.go	validate/examples_test.go	README.md#parse-and-validate	Named media examples override schema example annotations and every available value is checked against the associated schema.
OAS-3.0.3-0109	implemented	validate/media_types.go	validate/media_types_test.go	README.md#parse-and-validate	Every encoding key must match a property collected through bounded composition and authorized internal or external Schema references.
OAS-3.0.3-0110	implemented	validate/media_types.go	validate/media_types_test.go	README.md#parse-and-validate	Named encodings are restricted to form or multipart request-body content.
OAS-3.0.3-0111	implemented	oas30/model_generated.go	oas30/model_generated_test.go	README.md#typed-views-and-lossless-values	Generated typed accessors retain each x- extension name and its lossless value on every extension-capable object.
OAS-3.0.3-0112	implemented	validate/media_types.go	validate/media_types_test.go	README.md#parse-and-validate	Request content maps accept multiple distinct specific binary media types.
OAS-3.0.3-0113	implemented	validate/media_types.go	validate/media_types_test.go	README.md#parse-and-validate	Binary file arrays are rejected in non-multipart request content, including explicitly resolved schemas.
OAS-3.0.3-0114	implemented	media/encoding.go	media/encoding_test.go	README.md#request-body-encoding	The bounded form encoder accepts already-stringified complex values and applies interoperable application/x-www-form-urlencoded space and percent encoding.
OAS-3.0.3-0115	implemented	validate/media_types.go	validate/media_types_test.go	README.md#parse-and-validate	Multipart request media types without a schema produce a stable cross-version diagnostic.
OAS-3.0.3-0116	implemented	media/multipart.go	media/multipart_test.go	README.md#request-body-encoding	The deterministic bounded multipart encoder uses a caller-supplied boundary to separate ordered parts.
